visit_Cnt,buy_Cnt,total_Revenue
1,1,60.43
4,1,387.75
2,1,27.99
8,1,27.19
1,1,66.9
2,2,79.16
2,1,45.79
1,1,18.48
7,1,32.18
4,1,53.99
3,1,42.58
2,1,29.98
2,1,332.31
2,1,41.78
1,1,62.16
5,1,28.78
7,1,58.99
2,1,32.19
3,1,15.99
3,1,12.96
1,1,22.99
3,1,46.99
6,1,112.17
1,1,200.36
3,1,24.99
4,1,92.29
2,1,31.98
2,1,60.67
2,1,2.99
2,1,60.99
12,2,186.97
2,1,70.77
1,1,344.66
2,1,9.99
3,1,70.75
2,1,751.93
3,1,18.99
4,2,134.75
4,1,143.89
1,1,79.46
2,1,14.48
13,2,219.88
1,1,43.69
2,1,163.5
1,1,18.59
2,2,122.77000000000001
1,1,44.35
4,1,18.76
2,2,19.57
11,1,38.46
26,1,53.79
1,1,52.0
8,1,79.97
4,2,120.98
7,1,202.54
3,1,31.98
2,1,17.19
1,1,9.49
1,1,26.28
1,1,36.7
1,1,52.58
1,1,301.27
2,1,169.86
7,3,198.32
2,1,35.78
4,1,71.92
2,1,77.41
1,1,14.19
1,1,69.14
1,1,23.19
1,1,83.99
2,1,77.4
3,1,45.98
4,1,36.59
3,1,222.97
7,1,407.6
1,1,68.97
3,1,62.99
2,1,17.99
5,1,35.73
1,1,12.99
6,1,200.14
7,1,41.99
8,1,88.19
4,1,41.98
1,1,100.62
2,1,30.6
5,1,23.19
2,1,47.54
1,1,5.99
1,1,2408.2
1,1,34.98
3,2,125.53
13,1,42.49
4,1,91.54
7,1,120.96
1,1,41.98
3,1,31.78
6,1,49.18
1,1,111.52
1,1,14.98
6,1,39.58
2,1,13.95
3,1,285.94
3,1,253.43
2,1,71.57
2,1,51.46
1,1,47.81
3,1,24.97
1,1,95.99
2,1,448.95
2,1,28.37
3,1,42.29
1,1,7.99
1,1,206.27
1,1,34.59
1,1,72.92
1,1,33.38
2,1,86.49
1,1,22.19
2,1,39.67
1,1,34.0
5,1,205.96
5,1,81.35
18,3,1159.84
3,1,25.28
2,1,100.97
2,1,20.98
2,1,13.98
2,1,61.99
2,1,21.99
2,1,107.92
1,1,63.99
2,1,52.0
2,1,345.75
7,2,519.85
8,1,378.45
2,1,337.1
2,1,36.66
2,1,305.75
6,1,548.18
1,1,61.94
3,1,20.98
1,1,10.84
3,1,62.96
3,1,60.87
1,1,25.04
6,1,192.05
3,2,83.10000000000001
2,1,352.78
23,1,69.59
5,2,267.1
2,1,98.77
13,3,674.79
2,1,47.97
2,1,20.99
1,1,161.1
2,1,26.99
6,2,391.81
11,1,20.97
1,1,76.58
2,1,217.64
1,1,35.59
1,1,21.58
1,1,232.58
3,1,63.99
10,1,36.45
1,1,50.98
1,1,60.99
1,1,44.98
3,1,50.98
4,1,40.39
3,1,78.17
1,1,23.98
1,1,32.19
2,1,62.99
5,2,242.04
1,1,46.59
5,1,25.06
3,1,49.9
12,1,602.65
1,1,49.98
9,1,41.98
1,1,5.59
1,1,61.99
1,1,81.47
2,1,31.39
2,1,124.98
22,1,36.47
1,1,6.8
1,1,72.46
2,1,19.99
2,1,16.59
2,1,29.96
4,1,43.98
3,1,168.8
2,1,253.78
5,2,153.59
10,1,105.99
7,2,123.57
4,1,11.39
2,2,288.12
5,1,168.98
1,1,19.96
1,1,20.99
4,2,240.5
4,1,17.29
1,1,21.98
5,1,109.82
2,1,39.59
2,1,662.03
5,1,36.75
3,1,28.62
8,1,69.96
1,1,42.38
1,1,23.98
1,1,35.98
1,1,150.95
2,1,44.99
1,1,164.03
3,1,33.07
2,1,39.59
5,1,109.27
4,1,34.97
2,1,26.99
6,1,423.76
1,1,31.59
4,1,1243.85
3,1,45.59
1,1,69.36
1,1,73.05
2,1,22.99
3,1,38.17
1,1,53.98
4,2,63.61
5,1,38.46
6,1,1369.86
1,1,10.99
2,1,19.99
1,1,80.96
3,1,31.19
4,1,146.8
6,1,68.99
1,1,126.88
1,1,30.18
3,1,72.39
10,1,57.0
1,1,53.57
1,1,230.51
4,1,25.99
1,1,22.78
2,1,215.54
2,1,5.09
3,1,30.99
5,1,85.8
2,1,918.52
6,1,126.84
5,1,42.41
9,1,21.99
1,1,43.07
1,1,9.99
1,1,76.99
3,1,28.48
5,1,160.06
4,1,128.7
1,1,99.1
1,1,41.49
1,1,34.51
2,1,243.88
2,1,63.98
5,1,29.99
1,1,13.31
3,1,115.72
3,1,15.98
4,1,1036.69
1,1,22.98
6,1,61.99
1,1,35.59
18,1,42.21
2,1,59.56
9,1,1589.22
2,1,82.99
1,1,44.79
3,2,62.0
1,1,1178.73
5,1,816.1
1,1,131.33
3,1,58.14
7,1,46.79
1,1,24.99
3,1,49.79
2,1,121.74
3,1,209.66
4,1,914.8
2,1,281.25
1,1,31.18
5,1,16.59
12,1,78.98
1,1,88.62
5,2,45.39
4,1,66.57
1,1,13.99
7,1,36.59
4,1,152.76
2,1,1101.0
3,1,52.79
1,1,115.98
2,1,29.97
5,1,23.99
1,1,17.99
4,1,351.12
5,1,23.59
4,1,31.19
1,1,39.18
2,1,69.18
1,1,37.59
5,2,107.53999999999999
2,2,142.41
3,1,179.15
2,1,76.46
1,1,232.44
3,1,40.95
1,1,29.18
2,1,42.38
3,1,98.87
4,2,54.260000000000005
4,1,46.87
2,1,37.49
11,2,892.27
5,2,168.33
3,1,42.98
1,1,12.98
2,1,122.88
5,1,63.99
2,1,24.19
2,2,56.67
8,2,255.56
1,1,184.94
5,1,66.99
7,1,232.1
3,1,121.94
3,1,101.77
5,1,13.79
5,1,322.8
1,1,48.79
3,1,33.49
65,6,561.6700000000001
2,1,25.49
2,2,88.57
4,1,15.69
8,1,28.48
5,1,13857.2
3,1,53.18
3,1,242.1
3,1,389.8
3,1,63.99
22,1,23.98
10,1,7.26
3,2,77.94999999999999
3,1,163.44
8,1,92.97
6,2,73.97
1,1,225.6
1,1,183.72
1,1,52.79
2,1,69.76
1,1,21.99
1,1,83.77
2,1,54.7
1,1,20.97
5,1,65.33
4,1,20.99
5,1,467.8
12,2,1772.93
1,1,49.79
2,1,98.28
2,1,310.47
1,1,11.96
1,1,58.96
1,1,17.99
3,1,176.93
3,2,2622.1
6,2,45.46
4,1,14.59
1,1,24.99
5,1,67.97
2,1,24.98
1,1,81.99
1,1,17.99
2,1,40.18
3,1,117.58
1,1,16.0
7,1,47.99
1,1,38.59
1,1,16.59
1,1,68.18
1,1,33.3
1,1,123.52
3,1,122.13
3,1,32.16
3,2,193.98
1,1,47.27
2,1,65.66
4,1,84.96
1,1,1506.5
8,2,1289.7
2,1,312.05
4,1,25.98
2,1,134.13
1,1,61.8
3,2,591.6
10,1,98.98
1,1,481.48
3,1,92.96
4,1,22.99
3,1,95.92
3,1,15.59
13,3,1612.57
2,1,27.5
1,1,13.99
1,1,22.19
1,1,105.36
7,1,106.49
3,1,26.3
6,1,51.03
2,2,195.16
2,1,92.0
6,1,35.38
1,1,81.36
3,1,19.58
5,1,56.99
7,3,97.59
2,2,43.92
2,1,34.98
2,1,73.98
1,1,9.99
1,1,78.99
6,1,16.99
3,1,11.24
4,1,120.31
2,1,78.92
1,1,25.99
4,1,246.87
3,1,86.14
12,1,54.97
5,1,19.99
3,1,22.99
2,1,48.99
2,1,55.08
3,1,57.58
5,1,337.86
4,1,266.58
7,1,19.99
1,1,43.77
1,1,106.99
1,1,44.27
1,1,74.48
2,1,66.78
1,1,41.97
1,1,64.99
4,1,119.68
5,1,18.49
4,1,8.5
8,1,342.6
8,2,89.53999999999999
4,1,77.7
3,1,61.77
2,1,53.79
2,1,17.99
2,1,45.17
1,1,40.0
6,1,122.76
2,1,66.99
2,1,48.38
1,1,96.47
1,1,47.99
2,1,51.8
4,1,167.55
2,1,88.99
1,1,28.32
2,1,30.18
1,1,23.99
11,1,38.18
4,1,18.59
2,1,161.5
2,1,56.94
1,1,21.99
3,1,74.14
1,1,58.99
6,1,102.75
17,3,881.14
3,1,91.97
1,1,194.12
6,1,42.47
3,2,161.37
4,1,104.98
2,1,42.48
1,1,52.18
1,1,23.99
2,1,22.19
2,1,43.37
1,1,35.97
1,1,40.98
3,1,403.55
2,1,107.76
19,1,21.99
4,1,29.19
3,2,392.09000000000003
1,1,19.98
1,1,15.46
4,1,26.59
7,1,22.99
1,1,37.38
4,1,91.57
1,1,56.47
1,1,528.74
4,2,181.98
11,1,35.97
1,1,136.96
4,1,18.99
1,1,71.19
1,1,179.77
7,1,263.96
1,1,48.57
1,1,48.66
10,1,15.98
1,1,113.98
3,1,22.59
3,1,33.56
4,1,245.96
3,1,66.91
1,1,152.7
4,1,50.79
3,1,43.32
1,1,106.09
2,1,337.94
1,1,50.95
2,1,41.77
6,2,401.95000000000005
19,6,152.94
4,2,65.98
2,1,28.6
3,1,21.37
3,2,152.21
1,1,52.98
1,1,11.24
32,1,26.97
4,1,88.51
2,1,9.7
10,2,172.79000000000002
3,1,115.44
2,1,105.31
8,3,3826.4700000000003
1,1,36.95
2,1,31.49
13,1,23.98
3,1,183.16
1,1,41.59
20,1,1351.78
4,1,373.7
2,1,151.09
3,1,18.73
33,2,140.32
2,1,77.99
5,1,108.74
3,1,23.98
2,1,19.69
1,1,25.99
1,1,14.99
1,1,17.19
2,1,52.22
2,1,75.74
2,1,15.79
7,1,18.59
2,1,27.99
1,1,83.99
1,1,100.99
2,1,93.14
2,1,33.18
2,1,65.77
1,1,196.36
2,1,66.99
1,1,145.4
5,1,17.79
2,1,35.99
1,1,27.45
1,1,18.19
1,1,86.96
2,1,41.5
1,1,18.97
1,1,17.98
2,1,21.48
3,2,71.87
2,1,36.59
2,1,216.43
1,1,61.99
5,1,30.97
6,2,62.46
9,1,29.48
2,1,26.77
3,1,27.27
4,1,121.78
1,1,27.95
2,1,115.75
10,1,62.98
2,1,87.69
2,1,168.55
4,3,281.88
1,1,19.99
6,1,1369.46
2,1,13.63
5,1,980.86
4,1,65.15
2,1,51.36
2,1,118.47
1,1,51.0
3,1,70.55
1,1,129.73
4,3,95.39
1,1,51.85
1,1,155.94
1,1,39.28
2,1,47.66
2,1,76.18
6,1,52.79
6,1,1998.0
3,1,301.16
21,1,134.37
4,1,8.49
1,1,39.98
3,1,206.42
1,1,24.99
6,2,89.75
1,1,15.99
3,1,107.99
2,1,71.71
2,1,152.38
2,1,81.3
4,1,97.18
3,1,100.13
5,1,100.99
1,1,1123.91
3,1,709.9
2,1,19.99
1,1,29.97
1,1,26.98
1,1,444.84
2,1,24.99
5,2,197.20999999999998
2,1,14.59
1,1,113.32
3,2,371.82
2,1,22.19
3,2,157.87
1,1,11.59
3,1,107.48
2,1,22.99
4,1,121.35
2,1,29.98
2,1,92.96
5,1,37.96
2,1,1303.24
12,3,926.01
4,2,131.96
10,1,68.6
6,1,59.99
1,1,8.99
4,1,68.19
4,1,27.59
5,1,490.88
1,1,52.27
4,1,90.38
2,1,32.35
1,1,111.42
3,1,24.99
4,1,20.58
2,1,44.49
2,1,40.96
4,1,14.59
3,1,217.92
2,1,58.94
1,1,39.89
16,4,179.6
1,1,91.97
13,4,500.33000000000004
1,1,92.97
25,1,323.74
1,1,16.99
2,1,107.98
40,1,1015.48
6,1,16.99
2,1,296.81
3,1,12.99
1,1,23.99
6,1,50.91
3,1,48.97
1,1,50.79
2,1,19.59
5,1,285.3
1,1,172.34
5,1,157.27
2,1,118.8
9,2,96.84
13,2,98.68
19,1,11.19
1,1,107.14
1,1,79.03
2,1,78.25
1,1,35.99
1,1,22.99
10,1,727.92
9,1,56.99
1,1,19.0
3,1,24.99
6,1,67.99
4,1,164.85
2,1,107.96
2,1,6.99
2,1,33.58
1,1,33.99
1,1,55.37
2,1,17.99
1,1,103.35
7,2,49.94
3,1,34.78
6,1,411.4
3,1,16.99
1,1,19.19
2,1,195.93
4,2,87.98
1,1,79.99
1,1,41.59
3,1,46.49
1,1,60.95
3,1,45.11
1,1,135.36
1,1,62.85
1,1,17.39
1,1,82.99
4,2,229.84
1,1,10.19
1,1,102.99
2,1,40.99
4,1,33.48
1,1,39.98
5,1,402.8
2,1,66.58
1,1,418.7
4,1,32.99
1,1,78.33
3,2,550.79
1,1,25.99
3,1,306.75
5,1,4207.38
6,2,112.94
3,1,58.97
3,1,61.99
3,1,345.0
4,1,15.47
2,1,24.19
13,2,40.47
1,1,11.99
2,1,130.22
2,1,94.76
18,1,89.16
4,1,43.28
7,2,939.03
6,1,84.99
7,1,61.99
1,1,83.99
2,1,32.19
1,1,13.99
1,1,29.89
1,1,264.07
4,1,110.84
1,1,15.37
14,2,70.56
2,1,26.97
2,1,42.98
1,1,179.91
2,1,194.6
3,1,117.72
1,1,17.38
1,1,23.99
1,1,22.98
2,2,530.13
2,1,31.38
1,1,51.98
8,3,28.5
1,1,21.4
1,1,16.99
8,1,13.48
5,1,531.34
6,1,47.79
1,1,64.91
2,1,23.99
4,1,134.56
3,1,38.14
5,1,76.48
6,1,1015.83
10,3,228.86
2,1,107.18
2,1,33.39
1,1,61.17
2,1,41.98
18,1,83.99
2,1,45.97
1,1,24.99
1,1,19.39
6,1,78.95
7,1,17.19
4,1,293.9
4,1,210.14
4,1,241.7
3,1,88.19
3,1,25.99
24,7,281.5
4,1,76.99
2,1,40.99
1,1,19.99
7,1,32.88
2,1,19.99
5,3,571.72
1,1,23.19
3,1,15.98
1,1,121.54
4,1,478.14
1,1,64.11
3,1,67.46
4,1,312.01
2,1,50.87
2,1,57.99
3,1,53.79
1,1,401.58
1,1,65.79
4,1,170.97
1,1,21.59
2,1,767.64
2,1,157.48
2,1,88.99
3,1,52.79
1,1,20.69
1,1,27.48
2,1,42.87
6,1,166.68
1,1,82.99
1,1,38.39
6,2,743.9200000000001
1,1,44.98
2,1,50.99
6,1,746.85
2,1,73.73
3,3,132.05
1,1,17.99
1,1,43.98
3,1,31.99
4,1,44.99
3,1,48.99
3,1,42.98
10,1,23.98
3,1,24.58
16,4,635.93
1,1,36.28
1,1,60.99
1,1,19.99
1,1,20.99
3,1,35.39
1,1,44.49
1,1,50.98
1,1,22.99
2,1,128.2
1,1,40.45
1,1,48.48
2,1,22.19
3,2,294.64
9,4,1043.95
1,1,59.98
7,1,257.0
5,1,45.96
11,4,2066.58
1,1,107.96
12,1,66.78
1,1,24.47
2,1,32.99
1,1,48.98
3,1,21.58
1,1,69.57
1,1,23.99
4,1,104.98
35,1,144.96
2,1,76.34
5,1,124.24
1,1,21.79
3,1,48.19
3,1,34.98
3,1,86.05
5,1,210.46
9,1,353.32
7,1,15.99
2,1,41.58
4,1,61.28
3,1,914.36
1,1,56.31
1,1,29.09
5,1,178.57
1,1,41.59
1,1,48.82
2,1,114.72
4,1,57.43
1,1,20.99
6,1,114.18
21,1,119.99
4,2,64.98
2,1,883.9
1,1,68.15
1,1,370.95
2,1,374.85
1,1,152.88
3,1,85.72
1,1,24.99
6,1,129.95
3,1,90.46
6,1,39.28
2,1,19.21
2,1,99.6
5,1,15.99
1,1,82.94
3,1,65.15
4,1,39.49
1,1,25.98
1,1,70.6
22,6,3116.3500000000004
2,1,38.19
4,1,92.99
5,1,482.07
3,1,659.52
2,1,48.0
1,1,83.99
1,1,81.34
1,1,23.47
1,1,88.99
2,1,100.4
1,1,20.99
3,1,16.39
6,1,567.85
2,1,97.99
4,1,24.99
2,1,402.73
1,1,212.74
1,1,18.48
1,1,43.04
2,1,53.79
1,1,137.97
4,1,209.51
5,1,26.48
1,1,26.99
8,1,49.99
1,1,153.93
2,1,63.97
1,1,75.98
1,1,85.06
10,1,76.75
1,1,41.95
1,1,19.99
1,1,72.57
2,1,97.58
2,1,20.2
1,1,75.14
3,1,65.98
8,1,270.74
1,1,83.94
14,7,7073.51
1,1,26.49
2,1,27.98
16,2,43.0
1,1,29.99
1,1,22.99
1,1,23.99
1,1,39.74
1,1,20.98
4,2,389.15
6,1,231.18
1,1,32.99
2,1,199.21
2,1,122.96
2,1,83.28
4,1,23.29
2,1,6.97
1,1,41.59
2,1,76.18
1,1,21.99
11,2,135.67000000000002
1,1,64.99
8,1,31.98
2,1,80.99
5,1,39.59
4,1,31.98
2,1,105.99
1,1,41.59
2,1,197.2
2,1,103.93
6,2,228.56
5,1,46.44
2,1,114.88
1,1,20.19
2,1,54.67
8,1,62.99
1,1,24.19
4,1,19.99
3,2,77.94
2,1,24.99
7,1,59.26
3,1,89.78
2,1,81.96
7,1,454.2
1,1,91.97
1,1,49.93
3,1,48.77
2,1,82.62
1,1,14.2
4,1,28.99
18,2,1313.5
1,1,19.19
1,1,14.5
3,1,23.99
3,1,97.03
2,1,686.2
7,4,530.57
2,1,17.99
1,1,11.99
7,2,135.32
1,1,162.75
1,1,52.46
1,1,19.99
8,1,81.98
1,1,700.6
2,1,110.32
2,1,75.32
3,1,35.78
4,1,130.75
3,1,52.13
4,1,653.23
4,1,9.75
6,1,42.98
1,1,283.84
2,1,33.99
17,1,55.36
2,1,194.9
5,5,946.6099999999999
1,1,29.78
2,1,29.97
2,1,29.99
3,1,65.39
1,1,55.37
3,1,253.29
6,1,82.38
2,1,46.79
4,1,388.75
4,1,25.99
2,1,37.98
2,1,119.32
3,1,75.58
2,2,98.76
2,1,27.99
13,1,108.0
1,1,56.97
7,4,85.50999999999999
4,1,56.08
1,1,19.99
14,1,45.98
1,1,34.59
4,1,60.99
1,1,36.99
1,1,33.35
2,1,45.79
2,1,45.17
3,1,60.99
1,1,69.62
3,1,41.98
2,1,117.36
2,1,44.37
4,1,196.3
7,1,78.97
3,1,47.79
1,1,19.79
1,1,49.77
2,1,13.98
9,2,233.59
4,1,50.28
3,1,94.98
2,1,117.94
1,1,78.58
2,1,14.99
3,1,174.17
3,1,478.0
2,1,33.0
3,1,57.64
4,1,43.99
2,1,307.69
3,1,109.97
3,1,80.75
29,7,11441.16
275,16,241619.34999999998
2,1,181.61
1,1,52.98
1,1,32.98
18,2,93.33000000000001
1,1,67.95
1,1,250.75
3,1,281.58
4,1,92.41
2,1,90.37
3,1,28.89
2,1,84.99
1,1,122.14
6,1,1443.75
1,1,37.93
2,1,52.79
1,1,70.59
10,2,275.90999999999997
2,1,49.17
4,1,47.79
2,1,64.99
3,1,106.45
3,1,30.0
4,1,18.99
3,1,148.71
2,1,299.24
1,1,29.98
4,1,45.79
12,1,291.74
4,1,26.59
1,1,138.88
3,1,51.96
3,1,355.32
4,1,380.17
2,1,47.38
9,2,852.14
1,1,152.78
25,1,28.19
3,1,81.76
4,1,172.42
1,1,178.84
3,1,21.98
3,1,99.77
2,1,65.69
2,1,24.98
2,1,42.97
1,1,31.38
2,1,24.99
1,1,46.0
1,1,68.16
2,1,18.35
15,4,1083.6000000000001
1,1,54.74
1,1,24.99
4,1,645.5699999999999
2,1,15.99
6,1,614.2
1,1,41.59
1,1,29.29
2,1,53.12
2,1,18.16
3,1,167.95
2,1,69.92
3,1,55.96
1,1,230.87
3,1,53.76
1,1,12.98
5,1,654.1
2,1,2186.32
5,1,142.36
2,1,328.61
2,1,61.96
4,1,25.49
3,1,54.9
2,1,64.99
2,1,17.99
3,1,23.99
2,1,14.39
2,1,96.37
3,1,12.98
4,2,66.97
1,1,58.88
1,1,43.27
1,1,201.32
1,1,202.74
2,1,39.68
1,1,5.98
6,2,114.78
3,1,1101.94
2,1,58.35
29,6,224.92
1,1,17.29
2,1,28.48
1,1,30.97
4,1,13.99
2,1,46.79
2,1,18.19
1,1,46.97
45,1,1176.79
3,1,22.29
2,1,20.91
1,1,375.59
1,1,39.59
3,1,32.48
2,1,35.3
1,1,319.78
6,2,506.24
5,1,22.99
2,1,28.58
1,1,24.99
7,1,146.7
1,1,88.98
1,1,38.98
1,1,880.8
1,1,49.79
1,1,16.99
6,1,47.79
1,1,21.73
1,1,20.29
1,1,143.72
1,1,16.19
1,1,115.52
5,1,51.45
5,1,318.72
2,1,40.98
23,1,393.19
3,1,62.98
6,1,36.98
1,1,57.98
1,1,26.25
2,1,93.98
4,1,628.76
2,1,161.0
2,1,13.99
1,1,62.45
2,1,15.39
10,1,36.99
1,1,15.09
2,1,20.99
3,1,52.78
1,1,20.98
3,1,52.18
1,1,64.99
1,1,37.78
3,1,30.98
1,1,218.83
2,1,132.98
4,1,13.31
9,2,319.34000000000003
2,1,361.27
2,1,123.75
1,1,24.0
4,1,16.99
3,1,192.21
1,1,18.99
4,2,34.98
4,1,15.96
7,1,23.02
4,1,634.8
2,1,50.29
3,1,32.19
6,1,391.7
1,1,22.99
2,1,41.99
5,1,56.99
1,1,38.98
1,1,102.88
2,1,30.39
8,3,75.47
1,1,12.6
2,1,41.12
4,2,50.66
1,1,33.19
1,1,15.43
2,1,107.05
2,1,15.98
5,1,140.95
1,1,47.97
3,1,28.99
1,1,116.98
3,1,292.92
4,1,267.45
1,1,29.28
1,1,51.47
8,1,32.49
1,1,23.79
1,1,197.75
4,1,119.14
1,1,10.5
2,1,47.49
1,1,38.59
30,3,100.57
3,1,96.5
4,1,179.75
8,1,458.7
2,1,66.09
1,1,39.39
2,1,15.59
8,2,363.65
106,1,25.93
17,2,601.22
1,1,243.62
2,1,36.38
5,1,287.5
3,1,47.79
5,1,52.14
3,1,22.0
1,1,12.99
1,1,30.98
1,1,24.78
1,1,23.99
1,1,144.75
3,1,1359.7
2,1,14.59
1,1,202.68
6,1,134.98
2,1,26.78
5,1,46.29
2,1,63.97
3,1,66.6
5,1,21.94
2,1,27.78
1,1,25.35
5,1,109.96
3,1,20.99
4,2,247.35000000000002
2,1,46.98
2,1,146.41
5,1,467.1
2,1,37.59
1,1,106.35
2,1,56.67
4,1,40.99
8,1,96.99
4,1,113.54
1,1,35.98
1,1,138.37
2,1,960.52
10,1,62.38
5,1,15.2
1,1,38.59
2,2,38.36
2,1,18.99
1,1,16.99
1,1,26.19
5,1,322.49
1,1,21.0
1,1,22.99
1,1,22.37
1,1,79.98
2,1,8.99
1,1,20.99
3,1,57.97
2,1,30.48
6,1,63.77
7,1,44.57
8,1,11.0
1,1,11.79
3,1,106.93
1,1,24.99
9,1,436.71
2,1,176.8
2,1,179.6
2,1,30.16
2,1,78.16
2,1,20.59
4,1,235.61
2,1,103.44
2,1,27.99
1,1,83.98
2,1,44.98
1,1,25.99
6,1,151.96
1,1,44.79
4,1,57.97
6,1,15.06
1,1,18.99
9,3,315.07
5,2,506.0
2,1,24.99
4,1,90.97
4,1,16.97
3,1,6.99
2,1,39.59
4,1,145.54
15,1,516.04
8,2,253.43
4,1,27.99
6,2,1792.78
1,1,16.19
1,1,101.37
2,1,35.38
3,1,57.97
4,1,21.96
3,1,103.99
7,1,86.38
1,1,112.28
1,1,41.98
2,1,58.46
1,1,66.1
1,1,88.47
2,1,41.59
2,1,50.37
3,1,150.14
6,1,81.99
2,1,135.98
1,1,38.95
3,1,30.19
1,1,27.99
2,1,10.99
4,1,88.98
1,1,52.97
2,1,60.99
9,1,90.93
1,1,36.16
1,1,323.75
1,1,62.61
2,1,42.19
1,1,219.16
1,1,19.69
2,1,73.57
2,1,78.75
3,1,35.98
6,1,25.73
2,1,31.19
5,1,35.59
1,1,32.98
3,1,309.35
22,4,110.38
1,1,237.66
4,1,173.57
1,1,27.98
3,1,13.98
2,1,14.99
3,1,31.39
1,1,17.99
5,1,32.99
3,1,17.59
8,1,173.44
4,1,405.82
1,1,150.99
6,3,816.47
6,2,621.45
2,1,55.84
1,1,50.55
5,3,131.56
1,1,10.99
10,1,84.8
8,1,666.45
2,1,122.99
2,2,110.28
10,1,607.0
1,1,17.36
1,1,59.72
4,1,24.99
1,1,103.94
3,2,86.75
1,1,29.28
5,1,289.0
1,1,293.74
16,1,22.99
2,1,38.98
7,1,218.25
1,1,80.76
4,1,94.49
1,1,453.43
2,1,81.99
1,1,47.79
2,2,160.05
5,1,83.55
3,1,17.97
2,1,168.02
3,1,22.97
6,1,46.99
5,1,38.45
8,1,205.54
4,1,123.32
4,1,17.99
2,1,42.08
3,1,38.59
1,1,81.15
1,1,44.37
4,1,50.57
2,1,67.94
2,1,51.34
3,1,184.16
2,1,85.7
7,1,20.29
29,14,3885.53
1,1,68.96
5,1,489.6
2,1,22.99
3,1,47.98
11,1,2694.4
1,1,6.99
11,7,298.47
1,1,30.61
3,1,39.37
2,1,84.95
1,1,43.99
5,1,2266.94
2,1,61.99
2,1,37.54
1,1,25.99
18,5,1127.81
1,1,35.59
1,1,25.4
3,1,160.37
2,1,66.48
3,1,232.92
5,1,362.79
2,1,55.96
1,1,23.59
5,1,258.76
3,1,46.79
6,1,26.98
1,1,703.0
2,1,60.07
9,1,24.19
1,1,23.99
5,1,36.96
1,1,56.9
4,1,133.7
1,1,12.98
2,1,60.98
4,1,50.49
1,1,39.38
4,1,30.9
1,1,24.68
1,1,44.77
3,1,103.99
11,6,4193.76
7,1,22.59
8,1,1097.14
11,3,124.92
3,1,305.55
1,1,143.49
4,1,42.36
1,1,25.97
1,1,49.02
1,1,20.79
4,1,24.99
4,1,33.35
1,1,424.4
10,1,65.45
1,1,18.08
3,1,20.19
1,1,22.95
5,1,137.72
1,1,20.18
7,1,106.99
2,1,203.9
5,1,116.48
3,1,24.19
5,1,202.0
1,1,163.5
1,1,25.78
1,1,217.41
1,1,220.73
5,1,1688.79
4,1,102.73
3,1,31.63
1,1,118.96
1,1,183.9
2,1,175.15
4,1,24.58
1,1,24.99
6,1,47.98
